ogindex,label,text
9880,0,"Hi guys. I'm a 24 year old woman who battled an eating disorder between 14-19 and if I'm honest, there are still little remnants of it. With this lockdown I've had a lot more time to myself and have been getting back into dancing and yoga, which I love. 

I've also been looking a lot into anti diet and intuitive eating and have been more relaxed over the past week or so about my eating (e.g: having ice cream a couple of times a week, enjoying an alcohol free beer  once or twice a week too, a bag of crisps at lunch alongside my sandwich)

Today I did an hour of pilates. I was planning on enjoying a beer after dinner but immediately thought 'well that would be ruining my workout/make me less fit etc ' it's just so hard to break out of this health being synonymous with not enjoying certain things? 

Fyi: alcohol free beer because I no longer drink!"
14275,1,"Hi! 
I started to take 15mg and in a month I lost 10 pounds. Great! I stopped using it for almost a month and I didn’t gain because I always have  healthy habits. I did another half month on 15mg and I didn’t lose. This past week I started with 30mg and so far I lost maybe 2 pounds in a week. I exercise 2x or 3x a week. I eat not more than 1500cal. I logged everything I eat on MyFitnessPal and I am starting a diet with a dietitian to see what I might be doing wrong in what I think I do right. 
I am also taking L-tyrosine because I read that it can boost the phentermine effects. 

Any ideas why I am not losing the last pounds? 
Anybody else went through this?
I lost 25 pounds in 2020 and since then I couldn’t lose anymore weight.

Starting weight 231
Current weight 220
Goal 198
5ft 11in"
11213,0,"I’m just starting out with IE, so I’m kind of in the “honeymoon” phase and going all in with foods I’ve restricted.

I’m not as used to having the water weight and bloated belly, besides when I used to binge and feel physically uncomfortable when I was restricting.

Is this a normal part of beginning IE? Anyone have experience dealing with this?"
10092,0,"Edit: I thought I typed ""underestimates"" in the title. 

Yesterday, I was reading a world atlas from 2007. There were statistics in the back, and I noticed that Eritreans consumed on average 1,590 kcal a day and Ethiopians consumed 1,950 kcal a day. I just looked up data right now, and even the hungriest countries consume ""too many"" calories according to diet culture (I'm fully aware that they don't live their lives the same way Americans do but that isn't the point). 

I was looking at Chocolate Covered Katie's blog (I like her recipes even though her blog comes across as diet-y sometimes), and she made some posts about what she eats in a day. She consumes around 2,900-3,000 calories in a day (she includes calorie counts at the bottom).  Some of the comments were like, ""If you consume that many calories, how are you not obese?"" I think that people don't understand that some women actually need that in order to function properly. 

During the Minnesota Starvation Experiment, they cut the caloric intake of these men down to 1,560, and yet you see grown men on 1,500 calorie diets. I really don't think that that's enough for them. I follow my body's natural hunger and fullness cues, and I think I consume more than 1,500 kcal on most days and I'm a five foot tall woman (I don't count calories and so I wouldn't know for sure). 

Some people might say things like ""yeah well maybe some people can consume that many calories because they have quicker metabolisms."" The thing is that caloric restriction slows down your metabolism, and people are supposed to be at different body weights. 

And pro-diet people always talk about how in Japan they're all super healthy because they ""eat so little,"" but the average daily caloric intake of a Japanese person over one year old was 1,930 in 2002. And that mean average includes toddlers who are supposed to eat around 1,200 a day. And people talk about how Americans ""eat too much,"" but  European countries don't consume much less than we do. Both the healthiest and hungriest countries consume excess calories according to diet culture. 

I have a co-worker who is trying to lose weight,  and yet she started off with a BMI of 21.9. She was likely at her body's natural set point, and yet she was brainwashed by the media into believing that she needs to be super thin and is now ruining her metabolism. The average woman even in the hungriest countries is ""fat"" by modeling standards and probably doesn't have flat abs. I once had some idiot tell me that a woman who is my height should be weighing 90 pounds and that I'm fat, but most women here on planet Earth are ""fat"" if you think that a woman's BMI should be 17.6 (which is actually officially considered ""underweight""). 

Sorry if this was too long, but it is truly upsetting that starvation is the norm in diet culture. And all it's doing is ruining people's mental health, causing deaths and contributing even more to the so called ""obesity epidemic."" Starvation doesn't help one lose weight long term. 

(Please please don't make comments like ""I eat 900 calories a day and I'm perfectly fine"" and ""some people have slower metabolisms."")"
8846,0,"(idk if this is he right sub to post this on but i feel like it’s appropriate) 
i’ve been single for a year and a half. it was hard at first, the break up made me feel unloveable. it took a year and moving to a new city to feel good about myself and feel comfortable and know my worth. 
i don’t know if it’s because of valentine’s day coming up or something else entirely but i feel very uncertain about what my future will hold and wether or not i’ll find love in it. 
and that scares me more then i like to admit. 
i love myself and i know how to take care of myself and i’m doing things that truly make me happy but suddenly the feeling of loneliness consumes me and i don’t know what to do about it. 
how can i feel certain im loveable? how can i know ill find love?"
8989,0,"Sorry this is more of a letter to myself and a blab! This year, I want to find myself, and find things that makes me like myself and feel happy. 

While this was my “resolution” in 2021 as well, I have recent discovered that I am on a spectrum of so called “neuro-diversity”. This explained many of the struggles I have faced over my teens and early 20s involving communication and friendships. I just never felt understood nor accepted, which eventually manifested as self hate.

I will still probably find building friendships a task, but I must take one step at a time, starting with self acceptance and love.

You can do it, me :) I believe in you."
9851,0,"Hi all,

I have had some negative feelings about my weight and body so I wanted to reach out for support. 

I am not sure how much of my background is relevant, but I will try to sum it up. I am a middle aged mom now. I intentionally lost a significant amount of weight in my 20s due to dieting and exercising in an obsessive way. Nothing ""diagnostic"" for ED but like fully bought into diet culture and a lot of anxiety about weight and body. I slowly came back to a more natural way of eating as I entered my 30s and was able to enjoy food more and not see exercise compulsively. I was in a good place with my self image and my relaxed attitude with food until I got pregnant. My pregnancy was great, but afterwards I had severe PPD requiring hospitalization and serious psych meds. The meds saved my life, but also caused a lot of weight gain. It's been hard for me to sort out how much of the weight gain was hormonal, postpartum, stress, medication but anyhow they all added up to significant weight gain. I will not use any numbers, but I am far above my previous highest weight before I started dieting in my 20s.

I think because I am older now, I have been able to be more kind to myself and not worry so much about my weight and appearance. But of course, the thoughts are still there. A lot. I had made peace (for the most part) with never losing any of the weight and I am trying to instill a healthy relationship and attitude with weight with my child. My weight has been pretty stable for a few years, ever since I weaned off one of my medications. 

But then came quarantine. 

At first, I was kind of smug about the fact that I wasn't worried about gaining weight when I saw other people panicking about it. But then a few pounds came on and I was not so smug anymore. I am kind of freaking out. My clothes don't fit quite the same. I feel physically heavier going up and down stairs. I am getting heartburn. My eating habits haven't really changed, and I exercise daily (not in a punishing way, just a workout that makes me feel physically and mentally great), but of course I am mostly homebound, so I am sure I am getting deconditioned. Today I plan to wear a swimsuit and yeah . . . I'm not feeling great about that. But I also don't want to have my kid seeing me feel ashamed of my body. But like . . . it's not just appearance at this point. I don't like heartburn. I don't like feeling like I can't walk as fast and as hard as I want to. I want to keep up with my kid. I just can't bear the thought of gaining any more weight. 

I don't even know what I am looking for here. Maybe just some empathy. Thanks all!"
10581,1,"I’m south asian (indian & srilankan), size 10/12, waist and hips and basically the same size, have a tummy and big legs & boobs. there’s literally no one who i can find that’s even remotely similar to me as there just aren’t many south asian ‘influencers’ :("
10536,0,"Want to find social media accounts that are supportive? Have a suggestion for other types of media related to body acceptance?  Post them here.

You can look on our wiki [here for social media accounts]( and [here for other media suggestions](  Any suggestions made on these posts will be added to the lists."
9680,0,"I’ve been eating mostly intuitively since the pandemic, but I’m already anxious that I’ll be tempted to engage in restrictive/purging behaviors (or at least have unhealthy thoughts) during and after Thanksgiving. What are some of your go-to resources for support when you feel yourself slipping back into disordered patterns, especially around the holidays? I’m open to articles, videos, mental exercises, or even just words of support to repeat to myself. Thank you in advance."
10594,0,"**Welcome to the r/BodyAcceptance Bi-weekly Body Dissatisfaction Post** for talking about your negative feelings about your body.  This post will be created on Mondays and Thursdays.

As this is a support sub, people may offer advice. If you would prefer to rant without getting advice, please start your comment with [RANT ONLY]. Others are asked to respect that the commenter does not want advice.

**Important: [Please read if you're feeling suicidal or that you may harm yourself]( 

[Why does this post exist?](

**All comments must follow [the rules of this sub]("
10499,0,"**This is our weekly Feel Good Friday post.**

Tell us about what's made you feel good this week. What's put a smile on your face? What's boosted your confidence?  

*As always, comments must follow the rules of this sub. Comments that break the rules will be removed.*"
8945,0,Assuming that you speak another langiage other than english 
10200,0,"**Welcome to the r/BodyAcceptance Bi-weekly Body Dissatisfaction Post** for talking about your negative feelings about your body.  This post will be created on Mondays and Thursdays.

As this is a support sub, people may offer advice. If you would prefer to rant without getting advice, please start your comment with [RANT ONLY]. Others are asked to respect that the commenter does not want advice.

**Important: [Please read if you're feeling suicidal or that you may harm yourself]( 

[Why does this post exist?](

**All comments must follow [the rules of this sub]("
11834,1,"TW ED mention and disclaimer
___
I have read the IE book. I have a history of different eating disorders since 2013, and currently struggling with bulimic tendencies. So I have a lot of subconscious food rules that I've developed over the course of 8 years.

This might be a really obvious realisation; in fact, I think it is a very trivial realisation for most people. 

Whenever I have a pack of things, or bake a batch of things that can be counted in numbers (like cookies, pieces of brownies, or candies in a bag with different colours) I always feel the need to eat a complete group of them (eg: if I was eating Haribos, I would them in sets - one set including a piece of gummy in each colour). This applies to leaving foods uneaten as well: I would need to leave cookies in pairs, or have an even number or one of each variety (of flavours/colours) so that I can also eat it correctly the next time. It sounds a bit crazy, but it was just a compulsion that I would always feel. As far as I know I don't have ADHD or OCD, or any diagnosed mental disorder/illness... so I think I'm just very particular about having the ""perfect set"" to eat if I leave any leftovers.

Yesterday, I fried some sesame balls filled with red bean filling (delicious), and there were 10 of them. I ate 2 - an even number - and wanted a third, but didn't want to leave behind seven balls. So, I decided not to eat a third. A few hours later, I really wanted another ball, so convinced myself that I could eat another one, and would not indulge my compulsion to eat a fourth so that I could leave behind an even number. So, I ate a third ball and resisted the fourth. 

It sounds so trivial but it was such a huge thing for me. I woke up this morning and had one sesame ball with my coffee, and didn't feel a compulsion to check to see if there were still an even number of sesame balls left for later. I guess I am starting to realise that my own satiation and cravings are justification enough to eat, and that I don't have to follow these strange rules I have set for myself."
11584,0,"On General Question Saturdays, we can ask any questions about IE that we have in mind. Controversial questions, misunderstandings about IE, and anything else. 

The mod team and other sub members will do their best to give you the answer you're looking for. Remember to keep it civil, respectful, and be mindful of sub rules. 

Trolls will not be tolerated and this is not a space for people to argue about whether IE is healthy, right, or to try to debunk it. It is a thread for general questions and curiosity so if you post here you must be ready to engage in respectful and open dialogue. Failure to do so may result in a ban."
9404,1,"I’ve spent my entire life eating to lose weight — I was raised this way. I’ve read tons of anti diet books and committed to never restrict again a few years ago. So far so good! 

I’ve realized through this process, though, that I’ve spent so much of my life trying NOT to eat that I have no idea how to eat enough to nourish myself. 

So I’m wondering, if anybody might have recommendations for books that just teach me a bit about nutrition — how to get vitamins and minerals, and what they do, and things I can make that fuel me up? 

I can’t find anything that doesn’t throw in restriction and things not to eat. I don’t want to read about all that for obvious reasons. Nobody  will ever again be allowed to take away the joy of baking for me  

Anyhoo, appreciate your advice if something like this exists somewhere out there!"
13066,0,"A tiny little victory in a sea of troubles- I had a serving of cereal yesterday!

Just wanted to share with folks who could appreciate how very difficult it was for me hahaha. 

I almost threw it out after one bite but then thought “I’m 34, I’m chronically ill and going to die early, and I am NOT  spending what life I have left being afraid of SPECIAL FUCKING K!”

When all else fails, get angry :D"
12664,0,"Affirmations have a very positive reputation in this community which is baffling to me because yes they do make a superficial improvements but the price for this is just too much.

What affirmations basically do is that you enforce something which is not inherently real through repetition and it's basically hypnotizing yourself or brainwashing yourself. I believe if you have issues with self worth you need to understand why those issues are there and observe how your mind works, what triggeres those patterns etc. The mind is a very sensitive thing and just raw dogging your way into feeling worthy is never gonna work and is dysfunctional and abnormal it's like when you see the victims of a cult that believe in some very irrational things because they were being told what to believe everyday from the moment they wake up until they sleep. A mind that is being constantly forced to think a certain way would lose it's sensitivity to life, joy and creativity. Point is if your mental foundations are shaky and are the result of deep burried psychological issues from childhood to whatever age you're in rightnow the wisest decision would be to adresse those issue at their roots not deluding yourself into believing otherwise. As this is a self improvement community it goes against everything this stands for because you've limited yourself into a psychological box in which you think and believe you're worthy but in reality what dictates almost of 95% of the way we think, feel and act is unconscious and it just screams worthlessness so what you believe and what you feel/do  are in opposition so you've just created for yourself another source of inward resistance which breeds conflict, rigidity and lack of creativity. If you want to to really dive deep in this journey of improving one's self, understanding your problems and basically go through the biggest life transformation possible then being direct and not lying to yourself is crucial. To conclude instead of affirmations learn how to observe the workings of your mind throughout the day and the more you understand about yourself the deeper you'll reach.

Mindfulness is key."
10245,0,"Want to find social media accounts that are supportive? Have a suggestion for other types of media related to body acceptance?  Post them here.

You can look on our wiki [here for social media accounts]( and [here for other media suggestions](  Any suggestions made on these posts will be added to the lists."
11594,1,"Due to gastroparesis I have almost zero hunger cues and often feel “full” after a few bites. Once I eat breakfast I often won’t feel hungry for the whole day; some days I’ll be so bloated after a meal that I’ll feel sick while eating the next meal. In order to maintain my weight I count calories, and even though I KNOW I’m eating the amount I need I often end the day so full I feel like I’ve binged. I’m constantly eating past “fullness” and although I know I’m not overeating it often feels that way and I worry I’m messing up ANY ability I have to eat intuitively by doing this. 

Add to this I’m always MENTALLY hungry bc I’m a recovering bulimic/food addict. So I always eat my full meal plan despite the awful physical discomfort bc I WANT the food so badly; I always WANT food even if I’m so full I feel sick. 

I feel like with this combination of zero physical cues and constant mental hunger I’ll never be able to eat intuitively, and that by eating past “fullness” so often I’m messing up my satiety signals even more. 

Anyone else been in a similar situation?

(For bot: Not currently practicing full IE, but trying to implement aspects into my recovery for a few months now, read a bunch of the books, not seeing a professional bc I don’t trust psychiatry anymore after bad experiences)"
10058,1,Wish me luck (and sanity) during the next 2 weeks before they both inevitably crash and burn because diets don't work.
11625,0,"On Gentle Nutrition Tuesdays, we share anything related to gentle nutrition. If you need help on your GN journey, want to share a win/struggle, or share something that has been helpful, do so below! You can share anything related to GN."
13784,0,"Hi, I'm a 5'11 16 year old male at around 176.2 pounds and this is my first time posting on this subreddit. I decided to post something because I wanted some advice on what to do to continue with my exercise, weight watching, food, etc. I hope this is the right place.

I have been doing 10,000 step walks (about 4.5-5 miles) 5 days a week for the past 2 years or so. I started originally when I was approaching 200 pounds because I was stressing out about where I was and was not happy. I got a fitbit which I've been using daily since and in about 5 months or so I went from around 199 to 160. I have always been the type of person to enjoy eating food and it helps my mood but at the same time that means I've also struggled with always being able to have perfect self control. Since reaching the original goal of 160 my weight has slowly gone up to 172.6 and I have been eating more than I feel like I should (I have not been keeping track but it's probably close to about 3000-3200 calories a day on average). I just wanted some advice on if it would be the right idea to try to go back down to around 160-165 again and just what the best weight range and calorie count I should be aiming for. I just want to know if it would make sense to change anything/lose more weight or if I'm fine with what I'm currently doing and the average calorie count I currently have. If it is important the main thing that is causing me concern is mainly that for the most part I'm pretty thin and have thin arms and such but most of my extra weight goes to my stomach area (a family thing) and so if there is something specific for that that I should be doing instead that would be greatly appreciated. 

Sorry if this is the wrong space for this, didn't know exactly where to ask this. If you are reading this, thank you for your time and have a wonderful day."
12889,0,"I'm not sure if this is the right place for it but I take it as improvement sooo yeah, I recently started a ""challenge"" for myself that I can only jerk off on weekends buy I failed but at the same time I didnt because I actually didnt jerk off 2 or 3 days in a row and then did it again and I'm getting burned out of porn anyway nothing realy seems attacking anymore I feel way more lonely then before but atleast I'm not as horny as before sooo I guess that's progress"
13319,0,Good Morning! How’s everyone doing today?
10650,0,"**Welcome to the r/BodyAcceptance Bi-weekly Body Dissatisfaction Post** for talking about your negative feelings about your body.  This post will be created on Mondays and Thursdays.

As this is a support sub, people may offer advice. If you would prefer to rant without getting advice, please start your comment with [RANT ONLY]. Others are asked to respect that the commenter does not want advice.

**Important: [Please read if you're feeling suicidal or that you may harm yourself]( 

[Why does this post exist?](

**All comments must follow [the rules of this sub]("
12566,0,I may get downvoted a lot. I understand a lot of workers are getting screwed over right now. I’m just tired of waking up and being angry at “baby boomers” or the top 1%. I want to focus and start being thankful for the small things I have. I volunteered at a homeless shelter a couple days ago and realized I have an “okay life” it’s not perfect and I’m struggling. I want to feel inspired again and not have a mindset of being defeated constantly.
12900,0,"My girlfriend left me and she was the only girl I was talking to for 2 years.

I removed everyone (friends) from my life just for her. And now im the only one left, alone.

I start to think that my life has no meaning because I was so dependant of her and she didn’t care she left me and said I did nothing to her it’s not my fault but she had to “change”.

I don’t want to make her regrets i don’t care but I want to be a new person, I want to join the self improvement. But i don’t know where to start. I feel miserable being alone after sacrifing everythings, energy and time for her. 

Thanks for reading."
10488,1,I've  basically programmed my mind to notice my flaws first. It never occurred to me to actually say something nice! Once I started saying nicer things I noticed my confidence went up and I felf more comfortable in my own skin. Your mind is your worst enemy.
12613,0,"**Weekday Routine:**

* 05:00 - 05:01	Wake Up
* 05:01 - 05:02	Hydrate
* 05:02 - 05:03	Measure Weight + MFP
* 05:03 - 05:10	Dentalcare
* 05:10 - 05:20	Shower + Facial Exercises
* 05:25 - 05:30	Skincare (no mask)
* 05:30 - 05:50	Meditation
* 05:50 - 07:40	Meal Prep, Shake 1, LogMFP
* 07:40 - 07:00	Walk + Salt Hydrate
* 07:00 - 09:00	Eat, Caffeine, work from home
* 09:00 - 10:00	Gym, Shake 2
* 10:00 - 13:00	work from home block 1
* 13:00 - 14:00	Eat, Chores, Admin, journal, Visualize
* 14:00 - 17:00	work from home block 2
* 17:00 - 18:30	Eat, Learning
* 18:30 - 19:45	Writing time, Brainstorm, Visualize
* 19:45 - 20:30	Eat, Meditate, night-time Routine
* 20:30 - Sleep

&#x200B;

How do your routines look?"
9667,0,"EDITS ****
I wrote ""fresh"" originally when I should have added the word ""prepared"" in reference to Food stamps, not meaning to exclude produce or meats. Sorry for the error. 

EDIT 2 ***
This post is a critique of our flawed food, health and social services system, and how diet culture plays a large part in classism. Not all of these points will apply to everyone, nor does pointing out purely systemic issues mean I'm ignorant of personal responsibility and factors we are able to control. Please be kind to one another and don't make character assumptions.

EDIT 3 *** 
I'm seeing the most backlash around the comment that cheap foods are often low in nutritional value. Just eat beans, rice, frozen veg or grow your own, etc. And it bums me out a bit that this is the biggest point of contention.

 I didn't say it's impossible to get nutritious food for cheap, just that much of the wellness industry pushes for expensive ingredients, and that having a low income certainly affects our options and often food choices. There are a billion threads you could comment on to provide advice/hacks on thrifty eating, stress management, surviving poverty, self motivation and personal responsibility. I'm sure this is coming from a place of wanting to help but this doesn't address how inequality affects health outcomes which is kind of the whole point of this post. It kind of proves my point that we would much rather blame a person's health on laziness and assume they make bad choices than consider the bigger picture of what other factors may be at play.
.
.
.


Alright incoming rant.

One of the biggest things about diet culture and toxic nutrition and fitness gurus that boils my blood is the fact that everyone pushes the blame of health issues and ""obesity"" on individual choice.

""It's just calories in calories out!""

""You need to avoid processed foods, eat organic and read all labels""

""You're fat because you don't care about your health""

""We're sick because of all the junk food we eat""

""If you binge or eat when you aren't hungry you just lack discipline""

So we get a new diet every year. We're told to cut out GMOS, buy organic, and carefully consider where our food comes from. Expensive organic grocery stores pop up in gentrified areas like mushrooms.  Documentaries are dedicated to demonizing processed food and telling us we're killing ourselves. But no one seems to want to address the fact that stressful jobs, barely making a living wage, lack of healthcare access, and socioeconomics play massively on our health outcomes.


You can't buy fresh prepared food on foodstamps.

You can't see a dietitian or personal trainer if you can't afford healthcare.

If you grew up poor, or with parents that grew up poor, you were likely born into the mentality of food insecurity, always finishing your plate and eating as much as you could because you didn't know when food would be around again. 

If money is tight, you will buy the most food you can get for your dollar to feed your family, and I can guarantee that's not going to be organic quinoa and grass fed meats.

Diet culture is so fucking steeped in classism that we'd rather blame the most marginalized bodies and groups of people than consider fixing our health care, education, food production and wages to actually give people a fighting chance at taking care of themselves physically and mentally. 

Instead we build more Whole foods in rich neighborhoods, shame others for their food choices and size, and turn ""health"" into a virtue contest to brag about to our friends and family.

I don't even know how to direct this anger into something productive because it's such an ingrained, systemic problem. At the moment I'm just working on reading, researching, and trying to see if I can realistically help make change, but it feels like such a titanic machine of an industry to fight against."
13356,0,"I've been working on intuitive eating for about a year. And I've never been so free and happy.

I'm in the UK and I've been staying at home with my 2 kids whilst we have to stay at home. I'm eating exactly the same I did before the virus. I have no idea how I would be coping if I was on restriction. Sitting home with 2 small children all day thinking about food. 

I did think more in the begining because of the panic buying and I didn't want to run out of food for the family. I'm finding now that I'm still eating when hungry but not always going to my first choice because of having to make the food last. 

I just wanted to share my joy and I hope others are feeling the peace that comes with IE in these anxiety inducing times."
13051,0,"I want to preface by saying: if you’re recovering from an eating disorder (esp. if it was orthorexia) or disordered eating — and even if you’ve never had one or are fully recovered: This is not a call out post. I am NOT trying to guilt people.

This is me trying to work through some difficulties that I have with the IE movement as a relatively recent resident of Canada. 

Anyway, my main point of contention (or kind of) is that IE is highly individualistic. This is not a problem — esp. in recovery — but I do feel that it encourages consumption that does not take into account larger processes and mechanisms of food production? 

And please ... please do not trot out trite replies like, “there’s no ethical consumption under capitalism,” because /there/ is a role that western consumers play in the continued subjugation of labour in the global south and there is agency there. This is not to say we all get bogged down in guilt — abolitionists wore clothes made by slaves while fighting for abolition. That doesn’t invalidate their point or their efforts to get rid of an awful system. But, I’m not really doing that. Most of us aren’t. 

However ... I guess, I’m thinking of things like cashews, or coffee (which I know seems horrendously essential), or chocolate. The little treats. When most of the supply comes from labour that is so exploited so as to bring actual tears to my eyes, how can I justify mindlessly buying things (and tbh Fair Trade is problematic as well) because they satisfy ME? 

[It doesn’t mean that my actual behaviour is different either. I do buy hot chocolate once in a while too.]

I guess I’m just wondering how to square with the kind of lifestyle a lot of IE followers tend to lead: with lots of snacks, lots of variety, etc. Which is fine, because ... same. 

So yeah, to repeat myself: I’m concerned about how IE is framed as the most natural way of eating in a culture filled with highly palatable, engineered, and MARKETED food (and drink) that uses resources and labour that do not need to be exploited (and frankly, couldn’t exist without exploitation. See: Coca Cola) 

An economic and cultural landscape where the implications of  “intuitive” consumption means consumption divorced from /accountability/ for fear of re-introducing guilt. I don’t know how I can justify eating without at least Some Guilt at Some Point (I’m not crying every time I drink a coke lol). And this isn’t a distant problem for me. The cashew processing plants that are in the news for the awful working conditions are close to my hometown. 

I Am Not Saying That You Guys Should Feel Bad. Especially for those in food deserts or in poverty (and EDs, etc.) although in my opinion those conditions likely limit your ability to truly eat intuitively. 

I guess I’m saying that I do. Feel bad, that is. And I don’t know where to go from here."
14355,0,"And how far do I push myself?

I am trying to follow [this]( exercise video and try to get a little further in every time I exercise. I got to 20 minutes once, with a break. And 11 minutes without one. When I went for 20 minutes I got one of the worst headaches I have had in a long time, and just generally felt awful. It was a bit scary so I haven't pushed myself like that again.   
I wasn't dehydrated, I made sure to drink plenty in between exercises.... So that wasn't the issue.

But yeah aside from that, I intended on exercising every other day. But I noticed that usually the other day, my muscles are still quit tired and I can't go for more than 5 minutes before needing to stop. Should I keep trying to exercise with this video every other day? Or take a two day pause in between?  
And how far do I push myself? Is taking breaks ok if I last longer that way?  
I don't know much about exercising, so any advice is appreciated.

Information that might help, I am morbidly obese (390 pounds/5'8/172cm). I was extremely sedentary for three years, didn't take more than a hundred steps some days. Fall of last year I got more active, and I went from 100 to 3000 steps a day, some days 6000. It came with some issues, but I ended up adjusting to being more active in a few months...  
Hence why I decided it might be good to try and exercise to build up my stamina a bit more."
9732,0,"Story time! Feel free to share yours. 

I saw my parents' neighbor for the first time in probably 10 years. The first thing he said to me was ""have you lost weight?' I was like ""no, I don't think so "" so he was like ""oh well you look thinner. You look good. You were a very round kid."" 

Like ... What?

Edit/ I'm 28, the last time I saw him was before I left for college or so"
13848,0,"F - 37 - SW 210 - CW 189 - GW 135

  It's not much compared to some and I still have 55lbs to go, but I've gone from 210 to 189 today. Reducing my risk of lifestyle related diseases and gaining loads more energy and motivation.

I've had covid over the last month and am still recovering back to my previous exercise as I'd usually do dynamic stretching everyday day, swim (hard!) for 5 hours a week, artistic swimming training for 5 hours a week and strength training twice a week. Looking forward to feeling as fit as I did before covid.

I don't talk about losing weight in real life so this is a great please to share little victories."
10430,0,"**Welcome to our weekly Grateful & GratiTuesday post.**

What are you grateful for?

What about your body brings you gratitude and joy?

What in your life helps you achieve body acceptance?

Share your thoughts!  

*(As always, all comments must follow [the rules of this sub]( Comments that break the rules will be removed.)*"
13387,0,"One of the best things about IE for me is knowing there is more food, there will be more food, I can put leftovers in the fridge and come back later, this isn't the last time there will be food so just eat until you feel sastified. But seeing constant pictures of supermarket shelves empty, even though I have stocked up on pasta and rice, and now I'm sick and in semi isolation because I have flu symptoms I am going to that unconscious mindset that dieters are in. I know logically there will be enough food, I live in a first world country and it WILL be okay. But my lizard brain is taking over and my hunger and fear signals are getting mixed up again. Are you guys experiencing this and what are you doing to help it?"
11789,0,"I recently went back to work in person after working from home since the early days of the pandemic, and I realize others might be in the same situation. Can we use this thread to share our favorite lunch foods to bring to work or school? :D"
13852,0,"Does anyone else have experience with being an active runner for years and then getting injured and can no longer run? I never realized how much running sped up my metabolism until I was forced to stop. I never really ate that healthy and was a daily drinker for years but I maintained a slim athletic figure due to all the running. I had to stop running right as the pandemic hit so with all of that combined I ended up gaining 30 pounds. I have been eating so much healthier now and drink 1-2x a month now, but the extra weight has gone nowhere."
11756,0,"On Gentle Nutrition Tuesdays, we share anything related to gentle nutrition. If you need help on your GN journey, want to share a win/struggle, or share something that has been helpful, do so below! You can share anything related to GN."
11188,0,"I’ve been consciously following the IE principles for about a year, but gave up dieting/quit WW about 2 1/2 years ago before finding IE. I’ve gotten about 2/3 of the way through both the IE book and The Fuck It Diet (can’t finish a book to save my life lol). I’m feeling really good about my relationship with food, and being at peace with my body, and I’m starting to feel like it’s time to come back to movement & exercise. 

I’ve never been athletic or into exercise, and even in my strongest dieting phases I couldn’t get into a routine, or find my “thing” that I really liked to do. I can feel that my body is itching to move but I’m lost on what to do or how to interpret those signals and translate them into an activity. It just doesn’t feel at all natural to me like hunger signal = eat food. I think I’m also struggling with feeling like I need a routine. I like having routines/daily rituals in other parts of my life but with exercise it feels so wrapped up in some of the punishing workout plans I’ve tried (and failed) in the past. 

So I’d like to hear how you handled this on your journey! How did you find movement you enjoyed? How did you work it into your life?"
9204,0,"When we avoid responsibility, we give up all it has to offer.

It can combat victimhood, foster a sense of agency, encourage action, and reveal our strengths.

Responsibility can free us from hopelessness, helplessness, and powerlessness.

Taking responsibility sets you free.

You've got this."
